500,100000
366,342,1238
121,415,23778
220,463,30975
73,382,28044
121,93,24266
12,451,12459
466,274,18717
248,243,29816
416,129,16817
358,309,9584
50,304,19533
409,85,31746
109,434,7280
252,400,9071
249,111,32156
232,17,30569
114,337,29302
65,106,794
255,111,10619
479,418,10128
255,195,9725
265,118,2247
356,104,29339
362,473,26568
423,270,28289
242,320,13717
288,297,7562
336,420,23233
207,416,2955
86,56,20692
487,74,7211
88,458,30539
33,469,8035
357,14,13301
458,224,28711
24,42,25350
58,368,17781
14,77,5228
424,256,16116
296,463,13214
182,459,26839
376,230,24327
252,56,13872
285,341,11649
51,338,31505
5,103,1445
93,433,16910
386,216,32216
446,134,4334
430,91,19804
136,462,24251
499,426,30162
197,401,12657
122,178,18920
176,52,9205
251,434,8498
258,231,1306
124,129,12887
414,188,26344
392,344,1051
2,477,24922
437,361,31474
299,200,3659
215,118,3097
261,143,27731
448,247,24685
383,148,3474
410,216,8441
69,62,23662
41,38,7210
98,90,23187
211,103,23806
411,306,25071
35,283,6252
376,101,26133
382,492,13411
305,233,11949
343,139,14556
210,370,5684
369,323,20642
154,237,30976
497,335,5696
334,149,24435
52,480,29604
285,408,25650
10,129,27291
25,366,14502
495,249,31442
313,50,20594
320,127,9495
490,128,3207
333,159,24759
331,215,19752
299,204,8552
142,57,24636
49,21,11655
96,347,13177
94,19,30619
138,171,24186
400,115,12824
321,369,21762
104,333,12843
94,204,8303
202,398,28166
285,79,20050
135,246,20484
399,406,5024
80,326,21871
461,375,12630
429,341,15112
278,406,30725
456,444,3266
361,496,1379
475,257,10312
303,417,6221
310,102,1969
430,33,31092
98,380,25382
45,150,29638
228,338,25305
8,53,5765
108,151,13403
126,379,10842
475,434,7406
78,122,20856
474,90,15574
47,440,27659
353,142,14693
457,397,21822
38,296,17179
274,457,29369
55,223,28894
26,264,14912
24,297,11106
332,68,22310
267,116,13873
290,12,133
451,445,21910
407,261,31911
413,418,27388
444,251,7122
16,171,7903
184,154,3908
452,363,20976
16,163,14375
342,491,25380
286,348,14231
469,239,26178
40,119,27922
21,440,24065
102,438,24662
40,70,22188
114,53,8457
405,450,2035
211,142,4325
100,104,17736
454,425,4314
168,357,14629
253,139,14897
184,211,3789
218,303,17896
47,295,17370
68,134,32119
380,426,10379
232,376,6339
476,372,10002
19,187,796
393,97,10233
149,65,26272
169,97,26471
4,10,26331
160,351,1014
263,107,2107
350,466,23759
188,128,24508
112,113,24947
83,51,4524
295,399,6980
157,428,1607
385,235,15319
360,234,19956
215,92,21212
346,444,31718
212,360,9163
8,151,753
426,173,2964
203,489,24248
397,479,17858
300,420,20750
126,441,1702
141,491,28379
154,196,24020
87,44,17720
376,300,8893
127,171,11011
475,211,31360
492,427,2032
29,280,18376
73,154,5323
466,426,19534
12,299,19838
68,195,14076
322,150,18859
260,373,11247
68,8,14073
486,274,10958
226,269,31854
92,238,11567
224,459,12385
449,30,14845
348,30,2241
490,61,27742
393,124,24346
281,363,24941
29,140,19959
2,153,19440
81,18,7710
258,104,17587
480,337,32565
164,273,26749
388,339,28895
18,62,31444
137,366,8374
247,466,28920
404,291,7212
305,118,29660
263,243,30351
360,257,25115
92,131,24953
48,386,16841
345,19,6939
245,413,23305
347,429,11080
214,461,511
436,265,29658
156,393,27331
163,222,11327
174,259,18564
84,174,2759
266,159,11327
37,38,5331
138,409,28599
218,291,3611
414,69,3458
498,308,29253
229,145,18591
297,118,32095
195,251,8622
112,102,23973
338,467,19028
125,173,27179
187,317,5508
316,353,30250
360,82,18344
66,481,13890
326,289,23302
256,372,29731
9,463,24893
339,330,25284
248,159,46
390,205,30973
328,425,17472
4,409,1996
167,362,2987
123,194,24149
139,496,26544
143,112,4274
262,64,27649
135,393,25007
208,108,1791
499,127,21085
113,147,7200
431,485,19823
58,174,25807
391,228,16015
7,179,14355
67,211,25394
282,326,32697
388,194,30021
89,229,6316
398,471,30078
446,342,21885
433,239,1285
226,229,32653
30,177,6171
30,378,27099
337,422,13158
30,230,19020
486,240,12485
366,269,4184
451,81,29193
126,226,5751
216,194,13468
311,339,6377
495,175,28213
276,14,8606
231,54,26123
247,229,5850
364,393,20229
484,449,28850
408,242,29700
381,271,20391
135,179,117
246,99,21446
351,172,26212
131,463,20858
485,421,7532
78,402,24337
360,364,15205
253,64,10503
404,84,28660
400,200,19209
107,253,28327
163,237,7857
286,74,30354
111,130,8665
374,350,12090
59,403,22384
148,299,19262
18,42,23703
154,335,14829
473,386,3984
19,231,4009
250,241,26205
262,244,554
192,106,10441
355,125,19856
492,106,29268
337,149,1805
334,160,28326
115,484,29675
458,436,27793
370,400,14851
169,296,28215
285,118,31480
40,229,499
322,397,32216
161,233,13813
255,452,32191
386,112,17001
465,379,16795
321,339,9287
295,265,10764
475,424,30507
111,32,27128
252,401,7240
308,290,9307
193,439,22992
436,254,17294
490,194,5839
353,64,19298
307,285,3836
152,157,8287
84,168,14140
325,82,9453
328,384,26742
308,222,30885
117,47,21337
316,142,21382
366,106,1349
108,426,12497
6,58,11764
433,337,23034
92,388,8813
101,178,26495
446,401,31687
198,347,3412
186,122,17389
15,308,25696
195,429,23098
398,373,6229
464,445,22649
1,494,31078
215,210,24926
15,412,18195
141,45,13701
166,425,25640
149,191,13678
294,249,15378
343,122,25943
264,473,32760
214,256,17544
261,71,18836
444,24,9207
65,493,4656
25,202,18943
6,393,18291
66,51,18184
486,99,9905
96,256,13494
238,231,3922
28,446,27248
90,455,20711
404,25,6618
191,415,16908
45,496,26265
254,47,20782
206,338,7837
375,358,14728
350,347,29871
47,163,1228
245,207,14384
221,69,27807
410,120,30203
342,135,2554
94,50,7045
127,369,19739
273,41,18694
367,393,31713
72,215,5961
481,381,19412
462,256,23153
247,168,2354
82,158,15015
214,327,20665
328,254,24115
434,486,3202
91,256,6583
397,462,24210
42,138,14008
65,31,32494
270,68,28827
92,212,20704
369,354,7903
340,92,30473
391,82,14588
37,301,9971
292,1,863
72,109,4420
2,126,23017
173,417,10042
275,317,27623
101,73,2623
353,257,29756
285,209,32229
203,265,15478
230,46,11998
294,127,21712
349,439,28977
97,486,24223
474,52,14387
378,245,19853
17,494,17792
47,462,663
122,95,22085
221,494,20563
364,47,15644
152,297,25262
205,182,29121
227,390,30947
495,176,19717
147,11,28
232,73,22075
359,427,3495
318,473,5889
139,347,31218
247,381,30754
107,417,27367
24,341,27229
455,193,20668
220,99,3287
487,235,16846
289,23,19108
155,355,15674
70,360,31153
70,97,404
359,352,11946
234,398,12598
97,268,5739
387,348,563
45,487,25298
316,32,10003
51,90,528
48,415,30140
190,316,7229
272,495,8128
36,115,21145
398,356,14324
461,93,16794
158,285,14124
77,364,16266
266,97,26097
160,124,17013
257,25,17322
434,138,8046
264,47,31028
265,417,29996
252,35,18980
462,486,31698
190,92,30450
234,122,24281
47,399,7064
94,451,14213
494,473,3561
474,136,28435
428,89,21137
173,270,2841
247,446,19967
204,215,4059
452,473,30123
234,44,18970
105,333,12271
278,88,9444
258,355,17025
467,336,32642
214,62,4601
267,246,31013
112,278,24027
254,223,2406
285,176,19226
387,165,26406
370,158,118
498,46,31202
463,260,2781
428,346,28073
65,134,18131
408,308,7057
279,18,11545
470,146,30388
261,266,4103
329,324,30103
66,208,14394
15,469,10369
215,361,1775
70,345,31015
33,69,3982
391,67,10827
214,423,18529
52,248,3657
320,477,9648
475,104,4064
184,268,13326
410,27,26741
150,192,31580
62,236,26330
128,218,689
198,116,22574
221,126,324
280,126,814
389,156,22453
18,360,21080
91,67,10484
405,466,29645
498,457,21446
152,101,4894
37,146,15250
382,281,30614
372,94,24011
92,362,5842
228,225,30882
125,490,31881
174,225,29384
7,406,31393
57,51,18895
28,352,30770
379,182,10511
127,354,5332
470,471,10477
353,423,18386
197,321,10576
13,426,31504
15,472,27561
381,396,28613
314,152,20447
430,36,15292
56,450,8860
89,398,30699
258,315,8699
405,346,23296
499,304,5469
498,242,19844
222,20,14208
18,186,20065
133,353,29582
420,168,14380
149,489,15849
47,375,7616
359,480,9510
282,323,5861
382,248,23639
99,408,15407
106,45,14139
24,345,15717
317,375,26089
77,181,7
21,314,271
315,326,7121
449,231,20516
454,450,10735
139,4,2727
37,51,10684
410,50,31702
277,6,29003
495,276,8544
433,33,21691
178,169,16211
299,293,5094
348,299,5963
184,339,31459
141,243,5757
221,378,28987
224,261,8676
23,207,10089
284,90,17148
31,271,32435
44,82,21071
372,44,7521
264,368,28727
39,216,22269
230,364,27807
126,437,14961
277,152,19007
70,263,21293
308,480,22020
471,349,12343
449,177,4252
342,195,31871
229,394,23215
5,81,726
379,455,6277
28,379,28321
99,327,12946
420,440,30162
221,130,5357
195,237,14479
152,125,26750
68,241,24461
93,123,21216
425,23,11222
5,458,30648
480,40,14787
120,159,6396
422,493,31560
5,403,19897
142,122,5569
412,390,8327
341,95,971
288,217,7699
320,209,25445
102,346,19647
462,309,14310
263,415,7148
194,106,31850
354,265,8252
428,52,11695
134,332,14682
291,443,27558
21,349,26619
415,198,29409
138,322,8297
359,89,21554
256,436,8616
7,401,15132
215,451,1963
471,239,29750
212,313,2852
315,402,16609
309,204,9887
81,9,14288
89,148,3047
496,108,2644
284,360,17887
238,416,28220
320,376,23687
400,426,17672
138,201,21128
456,448,27516
343,123,19994
134,91,25332
205,26,25196
103,167,24805
365,367,16694
203,90,17594
50,490,6860
484,75,16040
228,345,19989
32,403,22501
259,378,10228
437,367,19832
230,420,31257
37,421,2233
486,357,9614
111,423,428
107,165,27606
274,320,20923
10,320,10698
482,94,26381
21,214,14911
54,171,16868
24,168,7426
480,30,19136
68,369,19817
140,301,16334
182,59,12333
419,218,26939
126,185,13193
262,172,23605
59,295,11739
172,217,8909
365,41,13032
238,3,28705
14,241,21805
500,316,21036
177,120,31270
391,159,17750
368,475,2610
193,346,29361
50,339,9038
482,25,26400
442,71,23158
348,407,8533
85,122,11666
195,209,7207
182,447,26030
211,51,15547
203,262,7297
105,467,25713
12,265,18790
328,230,13469
394,283,31057
461,459,26212
264,192,29296
370,138,5847
331,364,11674
45,499,31385
167,83,5480
238,228,6521
67,310,27274
282,74,25750
154,391,2602
67,430,7454
417,69,30976
307,275,20346
68,362,10559
216,77,3552
138,283,1956
410,113,27781
103,494,4829
214,100,741
244,133,25098
16,408,18313
256,208,23086
13,273,32156
136,357,17052
42,270,24230
75,79,14388
42,482,31622
42,133,4657
375,41,29024
273,384,24879
382,175,12506
43,55,5479
354,431,24975
175,348,14850
236,429,15141
130,125,9991
340,58,4892
457,393,4051
123,479,15592
178,29,21788
136,65,12444
482,283,10653
486,185,28634
19,339,17695
398,194,16554
335,2,19834
68,419,21401
295,454,10966
274,172,8012
49,449,25051
260,439,10885
98,468,28426
56,200,26963
494,480,1339
80,123,11166
209,333,15312
474,195,11641
250,77,8963
379,304,14479
84,333,1581
427,82,1045
422,430,25789
154,188,3555
32,395,2197
188,383,519
292,61,14287
163,73,27373
263,90,24625
438,291,11750
248,409,4029
7,44,9173
328,87,10392
169,96,3544
63,413,2590
219,381,25097
360,191,22871
214,400,5528
383,265,15158
453,362,21347
255,437,10120
384,262,799
385,455,23387
461,199,17668
470,352,6720
332,442,9652
301,386,1368
455,368,9219
499,341,5803
302,315,7866
402,219,1771
479,295,6274
186,88,14142
180,14,16381
281,306,19417
378,360,11714
349,487,489
365,197,23223
421,154,8479
135,201,28719
90,132,7774
446,31,9282
483,266,5151
29,216,12045
264,129,1005
42,393,1650
108,18,12623
75,231,30891
404,264,26479
448,311,27230
203,242,24665
162,137,26785
7,365,4287
79,284,23132
387,429,2785
405,313,12602
242,66,28894
78,324,26129
449,68,26487
351,155,31709
469,261,22960
280,444,29219
159,302,7594
351,392,22560
71,114,28320
19,294,25119
30,115,22896
476,361,13848
124,445,6126
367,408,27319
223,312,11514
33,297,29171
243,204,367
207,332,29208
220,489,21924
461,67,3109
224,226,18561
22,321,19931
389,209,701
498,370,30121
467,449,24356
153,440,25134
27,143,8686
493,446,17032
33,280,26704
313,82,2046
328,418,20786
303,74,24263
259,361,11436
254,129,25350
492,279,21741
115,148,20486
420,253,17256
416,411,7281
367,24,25683
235,373,25660
325,5,19308
159,49,1044
386,419,578
472,134,9939
62,42,16586
407,139,20086
172,364,31768
437,135,14592
453,45,4710
138,190,23668
218,462,22456
165,46,31402
340,139,29353
314,136,1783
209,92,1322
273,203,8944
133,308,2892
491,34,17078
59,422,727
91,392,17703
168,217,13314
258,395,21537
179,337,27357
469,457,24120
163,41,7005
307,44,5271
8,372,30102
136,467,6259
293,29,18555
12,498,16937
376,24,4284
277,178,28274
392,261,17188
137,351,18763
55,327,32519
245,238,4715
260,416,13026
270,170,27848
93,360,10148
163,385,30749
205,20,30477
438,322,311
307,19,24061
243,325,9566
340,252,25338
277,313,4921
462,286,4049
467,39,19095
71,134,9981
368,404,9372
465,312,4483
454,437,29300
11,384,11225
198,190,3872
331,428,15178
152,316,27493
155,69,31505
485,484,18067
132,451,7421
66,52,26326
260,329,25144
260,209,7387
252,166,22010
144,12,25608
104,382,267
3,261,20160
317,57,30021
324,405,8868
244,190,10957
76,428,18836
475,170,26325
62,195,13990
449,306,28782
461,392,15422
35,456,6685
251,93,3814
437,92,28200
449,260,11996
294,83,1615
220,461,24224
449,202,14429
396,180,28170
429,119,6199
95,473,26501
58,410,17214
291,290,17242
138,345,26670
473,402,13770
284,106,26350
97,320,4684
228,301,16658
394,359,26775
436,322,17369
35,378,6803
187,34,24218
458,423,15941
492,4,19568
304,339,22791
102,313,26753
156,160,26425
483,263,27687
370,334,14938
115,406,2206
363,23,30416
65,215,22464
2,142,22038
62,469,31538
153,11,13103
48,275,28921
406,156,6732
298,187,11518
94,269,9349
44,100,9064
421,94,7567
23,261,11622
407,346,32132
314,1,15222
364,382,19045
32,498,30833
170,154,6365
303,416,6166
306,304,15144
163,130,5000
293,106,11139
493,232,22162
150,458,30505
378,85,2295
130,399,9423
476,479,29718
12,230,5572
269,479,6503
417,294,16531
164,442,32318
489,493,1560
126,141,32738
397,423,16787
301,251,31151
96,312,27999
246,193,27201
499,170,15907
111,344,26071
420,135,5270
406,205,21362
388,40,10788
228,12,32601
395,330,30494
397,430,18696
104,239,4414
486,151,27577
358,12,14232
127,281,4263
94,114,15669
419,285,27505
384,117,1962
392,276,13036
278,440,19773
192,250,12890
439,364,5862
412,98,29242
483,211,9797
51,111,23453
83,239,19150
420,366,13503
227,40,2012
36,204,16870
270,248,16117
104,369,9158
452,366,22156
229,30,10263
416,310,9282
292,28,15426
97,408,2200
263,183,4791
229,437,18064
314,26,25247
15,147,9516
176,157,31577
220,223,20447
146,33,16460
11,22,19191
3,46,31043
244,211,13337
376,10,13565
424,301,30842
472,391,7977
388,115,30893
363,78,27927
43,247,28316
358,43,27249
464,496,14592
380,345,16864
38,267,22085
488,310,27422
232,35,30155
39,214,27819
455,494,27988
368,409,11414
325,111,21786
29,438,13520
242,51,9111
18,171,13359
69,363,9418
69,196,13158
190,330,7007
172,26,31759
286,489,16103
499,418,28437
316,266,11794
168,410,18834
174,239,12870
227,28,26205
413,29,6472
392,55,1152
327,70,30324
234,177,15407
177,281,8597
124,219,6506
231,252,28047
206,26,10217
387,313,27047
109,40,19888
34,221,29096
255,164,24350
37,334,3675
191,330,5877
387,229,13445
109,81,20104
84,94,1143
369,392,29983
490,462,3959
369,189,1937
27,89,10827
90,92,23727
497,271,12760
155,192,7519
164,85,24353
441,438,27482
57,221,21760
353,318,18213
59,455,5888
51,243,15523
257,110,32561
109,433,20046
72,338,16190
87,8,15763
127,378,27856
30,143,23311
121,340,19762
197,225,856
496,474,18333
376,19,27440
27,283,30785
466,406,1927
314,190,23583
215,321,25573
212,63,7816
94,395,518
11,225,15608
227,122,21596
385,215,10021
491,300,5774
233,355,5635
178,87,8000
464,52,10801
16,254,20713
492,361,16038
452,389,7421
488,22,29389
490,126,12391
28,105,15018
370,33,3674
322,452,29784
72,67,30537
295,130,8361
203,457,11978
192,329,2179
390,320,21363
415,352,30736
28,47,164
309,168,7343
467,205,5503
451,321,3586
228,187,5670
23,235,12910
376,454,7376
223,334,26633
263,276,9199
75,447,21609
107,149,12567
194,411,32321
210,431,30146
21,6,2953
188,121,30911
18,30,9871
338,181,29672
20,134,4656
310,490,25375
117,228,32107
278,68,32138
373,170,29328
426,136,4151
431,43,27085
235,181,8072
188,161,224
32,372,27074
188,379,19642
415,158,28091
157,190,1884
90,62,20480
412,455,10385
86,156,11414
255,459,32666
185,380,15482
346,179,26828
76,66,13100
450,323,30361
494,81,14968
375,398,26167
278,392,25066
139,345,31782
29,97,9402
213,359,16191
395,409,9243
350,90,2326
338,483,11553
107,191,6352
132,455,26815
158,450,20929
89,463,31129
281,321,17142
270,78,14595
381,25,12951
372,108,32582
17,337,5612
310,14,7421
329,223,11351
41,170,13883
381,229,25999
398,181,25043
298,186,26411
170,431,11809
492,227,29675
178,125,21796
285,253,22555
407,333,4627
52,34,10484
445,241,692
431,393,17170
443,467,8836
216,409,11244
237,57,18233
16,490,14639
82,497,17645
393,9,20587
481,9,3541
298,130,11059
217,8,32629
342,461,13828
374,308,24797
233,461,9720
143,473,26814
180,9,23639
361,71,9050
438,277,24976
345,300,12526
103,356,11897
470,55,20326
80,46,26420
302,425,9130
382,448,26019
128,23,13374
426,428,19108
466,136,28654
24,489,15054
122,36,9489
250,180,3478
149,227,8091
119,128,12167
388,97,25604
448,427,6195
343,358,31598
40,206,25221
288,477,10923
78,328,3975
248,120,10254
469,120,16697
316,365,8977
199,233,11738
215,23,9918
388,289,18235
243,309,14931
455,186,23127
470,85,25599
146,442,29616
331,492,32725
54,336,28320
285,187,32189
471,428,12125
181,213,7366
351,154,16547
308,405,25821
397,294,9949
223,478,15467
47,243,1514
53,239,13147
384,286,2254
321,428,32516
366,434,30892
336,189,30232
400,258,11751
492,315,3636
243,64,1319
67,269,2537
296,322,28297
90,485,9899
169,304,640
459,84,30986
77,300,29477
467,371,7882
70,199,11807
381,202,30638
197,487,12190
222,352,23610
376,249,18339
188,211,16450
222,350,27077
275,199,11214
44,46,1682
14,116,28330
471,188,3466
447,433,25708
110,73,31733
418,24,19636
421,219,8490
322,420,32359
156,274,24580
108,492,19600
338,360,25899
89,11,8333
471,333,21730
268,375,3761
417,473,19205
386,74,22162
261,114,9712
493,451,22149
305,462,10937
215,295,16694
226,359,30338
371,344,7868
485,190,12561
267,89,15061
322,302,14077
333,482,22119
272,179,1941
125,208,27437
180,459,1148
407,133,8210
153,83,16336
354,454,22658
108,103,6693
268,394,3637
192,372,21894
496,106,12288
420,361,28290
473,497,15991
271,242,19054
38,148,4301
283,404,20536
342,308,21433
43,393,32305
259,73,4577
97,25,6875
469,468,26918
38,11,15626
200,80,29132
463,95,8134
32,334,5245
246,474,15158
240,15,29584
22,353,19588
421,366,210
344,358,25453
146,182,439
497,153,16667
223,274,9311
99,111,10585
320,20,15537
241,367,13798
389,131,10624
72,376,11765
497,339,30008
487,391,29044
190,345,29373
122,376,6101
380,153,7252
184,500,24842
45,70,12824
82,152,1167
66,166,1717
224,171,5346
375,201,4955
491,19,14925
221,223,7353
106,239,15009
403,459,16074
383,282,10998
138,499,17130
347,80,19073
262,196,5594
187,56,28571
212,135,10550
219,289,19225
78,209,5211
460,146,30085
132,20,23743
142,48,14247
226,8,10864
319,484,27514
309,167,21983
373,306,28717
